id	Country	year	location
SPT35575	Gambia	2013	Upper River
SPT35576	Gambia	2013	Upper River
SPT35577	Gambia	2013	Upper River
SPT35580	Gambia	2013	Upper River
SPT35581	Gambia	2013	Upper River
SPT35583	Gambia	2013	Upper River
SPT35584	Gambia	2013	Upper River
SPT35585	Gambia	2013	Upper River
SPT35587	Gambia	2013	Upper River
SPT35588	Gambia	2013	Upper River
SPT35589	Gambia	2013	Upper River
SPT35590	Gambia	2013	Upper River
SPT35592	Gambia	2013	Upper River
SPT35673	Gambia	2013	Upper River
SPT35681	Gambia	2013	Upper River
SPT35752	Gambia	2013	Upper River
SPT35766	Gambia	2013	Upper River
SPT35780	Gambia	2013	Upper River
SPT35835	Gambia	2015	Upper River
SPT35850	Gambia	2015	Upper River
SPT35876	Gambia	2015	Upper River
SPT35877	Gambia	2015	Upper River
SPT35879	Gambia	2015	Upper River
SPT35880	Gambia	2015	Upper River
SPT35883	Gambia	2015	Upper River
SPT35888	Gambia	2015	Upper River
SPT35896	Gambia	2015	Upper River
SPT35902	Gambia	2015	Upper River
SPT35904	Gambia	2015	Upper River
SPT35922	Gambia	2015	Upper River
SPT35923	Gambia	2015	Upper River
SPT35924	Gambia	2015	Upper River
SPT35933	Gambia	2015	Upper River
QG0007-C	DRC	2012	Kinshasa
QG0008-C	DRC	2012	Kinshasa
QG0009-C	DRC	2012	Kinshasa
QG0010-C	DRC	2012	Kinshasa
QG0011-C	DRC	2012	Kinshasa
QG0012-C	DRC	2012	Kinshasa
QG0013-C	DRC	2012	Kinshasa
QG0014-C	DRC	2012	Kinshasa
QG0015-C	DRC	2012	Kinshasa
QG0016-C	DRC	2012	Kinshasa
QG0017-C	DRC	2012	Kinshasa
QG0018-C	DRC	2012	Kinshasa
QG0019-C	DRC	2012	Kinshasa
QG0020-C	DRC	2012	Kinshasa
QG0021-C	DRC	2012	Kinshasa
QG0022-C	DRC	2012	Kinshasa
QG0023-C	DRC	2012	Kinshasa
QG0024-C	DRC	2012	Kinshasa
QG0025-C	DRC	2012	Kinshasa
QG0026-C	DRC	2012	Kinshasa
QG0027-C	DRC	2012	Kinshasa
QG0028-C	DRC	2012	Kinshasa
QG0029-C	DRC	2012	Kinshasa
QG0030-C	DRC	2012	Kinshasa
QG0031-C	DRC	2012	Kinshasa
QG0032-C	DRC	2012	Kinshasa
QG0033-C	DRC	2012	Kinshasa
QG0034-C	DRC	2012	Kinshasa
QG0035-C	DRC	2012	Kinshasa
QG0036-C	DRC	2012	Kinshasa
QG0037-C	DRC	2012	Kinshasa
QG0038-C	DRC	2012	Kinshasa
QG0039-C	DRC	2012	Kinshasa
QG0040-C	DRC	2012	Kinshasa
QG0041-C	DRC	2012	Kinshasa
QG0042-C	DRC	2012	Kinshasa
QG0043-C	DRC	2012	Kinshasa
QG0044-C	DRC	2012	Kinshasa
QG0045-C	DRC	2012	Kinshasa
QG0046-C	DRC	2012	Kinshasa
QG0047-C	DRC	2012	Kinshasa
QG0048-C	DRC	2012	Kinshasa
QG0049-C	DRC	2012	Kinshasa
QG0050-C	DRC	2012	Kinshasa
QG0051-C	DRC	2012	Kinshasa
QG0052-C	DRC	2012	Kinshasa
QG0053-C	DRC	2012	Kinshasa
QG0054-C	DRC	2012	Kinshasa
QG0055-C	DRC	2012	Kinshasa
QG0056-C	DRC	2012	Kinshasa
QG0057-C	DRC	2012	Kinshasa
QG0058-C	DRC	2012	Kinshasa
QG0059-C	DRC	2012	Kinshasa
QG0060-C	DRC	2012	Kinshasa
QG0061-C	DRC	2012	Kinshasa
QG0062-C	DRC	2012	Kinshasa
QG0063-C	DRC	2012	Kinshasa
QG0064-C	DRC	2012	Kinshasa
QG0065-C	DRC	2012	Kinshasa
QG0066-C	DRC	2012	Kinshasa
QG0067-C	DRC	2012	Kinshasa
QG0068-C	DRC	2012	Kinshasa
QG0069-C	DRC	2012	Kinshasa
QG0070-C	DRC	2012	Kinshasa
QG0071-C	DRC	2012	Kinshasa
QG0072-C	DRC	2012	Kinshasa
QG0073-C	DRC	2012	Kinshasa
QG0074-C	DRC	2012	Kinshasa
QG0075-C	DRC	2012	Kinshasa
QG0076-C	DRC	2012	Kinshasa
QG0077-C	DRC	2012	Kinshasa
QG0078-C	DRC	2012	Kinshasa
QG0080-C	DRC	2012	Kinshasa
QG0081-C	DRC	2012	Kinshasa
QG0082-C	DRC	2012	Kinshasa
QG0083-C	DRC	2012	Kinshasa
QG0084-C	DRC	2012	Kinshasa
QG0085-C	DRC	2012	Kinshasa
QG0086-C	DRC	2012	Kinshasa
QG0087-C	DRC	2012	Kinshasa
QG0088-C	DRC	2012	Kinshasa
QG0089-C	DRC	2012	Kinshasa
QG0090-C	DRC	2012	Kinshasa
QG0091-C	DRC	2012	Kinshasa
QG0092-C	DRC	2012	Kinshasa
QG0093-C	DRC	2012	Kinshasa
QG0094-C	DRC	2012	Kinshasa
QG0095-C	DRC	2012	Kinshasa
QG0096-C	DRC	2012	Kinshasa
QG0097-C	DRC	2012	Kinshasa
QG0098-C	DRC	2012	Kinshasa
QG0099-C	DRC	2012	Kinshasa
QG0100-C	DRC	2012	Kinshasa
QG0101-C	DRC	2012	Kinshasa
QG0102-C	DRC	2012	Kinshasa
QG0103-C	DRC	2012	Kinshasa
QG0104-C	DRC	2012	Kinshasa
QG0105-C	DRC	2012	Kinshasa
QG0106-C	DRC	2012	Kinshasa
QG0107-C	DRC	2012	Kinshasa
QG0108-C	DRC	2012	Kinshasa
QG0109-C	DRC	2012	Kinshasa
QG0110-C	DRC	2012	Kinshasa
QG0111-C	DRC	2012	Kinshasa
QG0112-C	DRC	2012	Kinshasa
QG0113-C	DRC	2012	Kinshasa
QG0114-C	DRC	2012	Kinshasa
QG0115-C	DRC	2012	Kinshasa
QG0116-C	DRC	2012	Kinshasa
QG0117-C	DRC	2012	Kinshasa
QG0118-C	DRC	2012	Kinshasa
QG0119-C	DRC	2012	Kinshasa
QG0120-C	DRC	2012	Kinshasa
QG0121-C	DRC	2012	Kinshasa
QG0122-C	DRC	2012	Kinshasa
QG0123-C	DRC	2012	Kinshasa
QG0124-C	DRC	2012	Kinshasa
QG0125-C	DRC	2012	Kinshasa
QG0126-C	DRC	2012	Kinshasa
QG0127-C	DRC	2012	Kinshasa
QG0128-C	DRC	2012	Kinshasa
QG0129-C	DRC	2012	Kinshasa
QG0130-C	DRC	2012	Kinshasa
QG0131-C	DRC	2012	Kinshasa
QG0132-C	DRC	2012	Kinshasa
QG0133-C	DRC	2012	Kinshasa
QG0134-C	DRC	2012	Kinshasa
QG0135-C	DRC	2012	Kinshasa
QG0136-C	DRC	2012	Kinshasa
QG0137-C	DRC	2012	Kinshasa
QG0138-C	DRC	2012	Kinshasa
QG0139-C	DRC	2012	Kinshasa
QG0140-C	DRC	2012	Kinshasa
QG0141-C	DRC	2012	Kinshasa
QG0142-C	DRC	2012	Kinshasa
QG0143-C	DRC	2012	Kinshasa
QG0144-C	DRC	2012	Kinshasa
QG0145-C	DRC	2012	Kinshasa
QG0146-C	DRC	2012	Kinshasa
QG0147-C	DRC	2012	Kinshasa
QG0148-C	DRC	2012	Kinshasa
QG0149-C	DRC	2012	Kinshasa
QG0150-C	DRC	2012	Kinshasa
QG0151-C	DRC	2012	Kinshasa
QG0152-C	DRC	2012	Kinshasa
QG0153-C	DRC	2012	Kinshasa
QG0154-C	DRC	2012	Kinshasa
QG0155-C	DRC	2012	Kinshasa
QG0156-C	DRC	2012	Kinshasa
QG0157-C	DRC	2012	Kinshasa
QG0158-C	DRC	2012	Kinshasa
QG0159-C	DRC	2012	Kinshasa
QG0160-C	DRC	2012	Kinshasa
QG0161-C	DRC	2012	Kinshasa
QG0162-C	DRC	2012	Kinshasa
QG0163-C	DRC	2012	Kinshasa
QG0164-C	DRC	2012	Kinshasa
QG0165-C	DRC	2012	Kinshasa
QG0166-C	DRC	2012	Kinshasa
QG0167-C	DRC	2012	Kinshasa
QG0168-C	DRC	2012	Kinshasa
QG0169-C	DRC	2012	Kinshasa
QG0171-C	DRC	2012	Kinshasa
QG0172-C	DRC	2012	Kinshasa
QG0173-C	DRC	2012	Kinshasa
QG0174-C	DRC	2012	Kinshasa
QG0175-C	DRC	2012	Kinshasa
QG0176-C	DRC	2012	Kinshasa
QG0178-C	DRC	2012	Kinshasa
QG0179-C	DRC	2012	Kinshasa
QG0180-C	DRC	2012	Kinshasa
QG0181-C	DRC	2012	Kinshasa
QG0182-C	DRC	2013	Kinshasa
QG0183-C	DRC	2013	Kinshasa
QG0184-C	DRC	2013	Kinshasa
QG0185-C	DRC	2013	Kinshasa
QG0186-C	DRC	2013	Kinshasa
QG0187-C	DRC	2013	Kinshasa
QG0188-C	DRC	2013	Kinshasa
QG0189-C	DRC	2013	Kinshasa
QG0190-C	DRC	2013	Kinshasa
QG0191-C	DRC	2013	Kinshasa
QG0192-C	DRC	2013	Kinshasa
QG0193-C	DRC	2013	Kinshasa
QG0194-C	DRC	2013	Kinshasa
QG0195-C	DRC	2013	Kinshasa
QG0196-C	DRC	2013	Kinshasa
QG0197-C	DRC	2013	Kinshasa
QG0198-C	DRC	2013	Kinshasa
QG0200-C	DRC	2013	Kinshasa
QG0201-C	DRC	2013	Kinshasa
QG0202-C	DRC	2013	Kinshasa
QG0203-C	DRC	2013	Kinshasa
QG0204-C	DRC	2013	Kinshasa
QG0205-C	DRC	2013	Kinshasa
QG0206-C	DRC	2013	Kinshasa
QG0207-C	DRC	2013	Kinshasa
QG0208-C	DRC	2013	Kinshasa
QG0209-C	DRC	2013	Kinshasa
QG0210-C	DRC	2013	Kinshasa
QG0211-C	DRC	2013	Kinshasa
QG0212-C	DRC	2013	Kinshasa
QG0213-C	DRC	2013	Kinshasa
QG0214-C	DRC	2013	Kinshasa
QG0215-C	DRC	2013	Kinshasa
QG0216-C	DRC	2013	Kinshasa
QG0217-C	DRC	2013	Kinshasa
QG0218-C	DRC	2013	Kinshasa
QG0219-C	DRC	2013	Kinshasa
QG0224-C	DRC	2013	Kinshasa
QG0225-C	DRC	2013	Kinshasa
QG0226-C	DRC	2013	Kinshasa
QG0228-C	DRC	2013	Kinshasa
QG0229-C	DRC	2013	Kinshasa
QG0231-C	DRC	2013	Kinshasa
QG0232-C	DRC	2013	Kinshasa
QG0233-C	DRC	2013	Kinshasa
QG0234-C	DRC	2013	Kinshasa
QG0235-C	DRC	2013	Kinshasa
QG0236-C	DRC	2013	Kinshasa
QG0237-C	DRC	2013	Kinshasa
QG0238-C	DRC	2013	Kinshasa
QG0239-C	DRC	2013	Kinshasa
QG0240-C	DRC	2013	Kinshasa
QG0241-C	DRC	2013	Kinshasa
QG0243-C	DRC	2013	Kinshasa
QG0244-C	DRC	2013	Kinshasa
QG0245-C	DRC	2013	Kinshasa
QG0246-C	DRC	2013	Kinshasa
QG0247-C	DRC	2013	Kinshasa
QG0248-C	DRC	2013	Kinshasa
QG0249-C	DRC	2013	Kinshasa
QG0250-C	DRC	2013	Kinshasa
QG0251-C	DRC	2013	Kinshasa
QG0252-C	DRC	2013	Kinshasa
QG0253-C	DRC	2013	Kinshasa
QG0254-C	DRC	2013	Kinshasa
QG0255-C	DRC	2013	Kinshasa
QG0256-C	DRC	2013	Kinshasa
QG0257-C	DRC	2013	Kinshasa
QG0258-C	DRC	2013	Kinshasa
QG0259-C	DRC	2013	Kinshasa
QG0260-C	DRC	2013	Kinshasa
QG0261-C	DRC	2013	Kinshasa
QG0262-C	DRC	2013	Kinshasa
QG0263-C	DRC	2013	Kinshasa
QG0264-C	DRC	2013	Kinshasa
QG0265-C	DRC	2013	Kinshasa
QG0266-C	DRC	2013	Kinshasa
QG0267-C	DRC	2013	Kinshasa
QG0269-C	DRC	2013	Kinshasa
QG0270-C	DRC	2013	Kinshasa
QG0271-C	DRC	2013	Kinshasa
QG0273-C	DRC	2013	Kinshasa
QG0274-C	DRC	2013	Kinshasa
QG0275-C	DRC	2013	Kinshasa
QG0276-C	DRC	2013	Kinshasa
QG0277-C	DRC	2013	Kinshasa
QG0278-C	DRC	2013	Kinshasa
QG0279-C	DRC	2013	Kinshasa
QG0280-C	DRC	2013	Kinshasa
QG0281-C	DRC	2013	Kinshasa
QG0282-C	DRC	2013	Kinshasa
QG0284-C	DRC	2013	Kinshasa
QG0285-C	DRC	2013	Kinshasa
QG0286-C	DRC	2013	Kinshasa
QG0287-C	DRC	2013	Kinshasa
QG0288-C	DRC	2013	Kinshasa
QG0289-C	DRC	2013	Kinshasa
QG0290-C	DRC	2013	Kinshasa
QG0291-C	DRC	2013	Kinshasa
QG0292-C	DRC	2013	Kinshasa
QG0293-C	DRC	2013	Kinshasa
QG0294-C	DRC	2013	Kinshasa
QG0295-C	DRC	2013	Kinshasa
QG0296-C	DRC	2013	Kinshasa
QG0297-C	DRC	2013	Kinshasa
QG0298-C	DRC	2013	Kinshasa
QG0299-C	DRC	2013	Kinshasa
QG0300-C	DRC	2013	Kinshasa
QG0303-C	DRC	2014	Kinshasa
QG0307-C	DRC	2014	Kinshasa
QG0312-C	DRC	2014	Kinshasa
QG0313-C	DRC	2014	Kinshasa
QG0314-C	DRC	2014	Kinshasa
QG0316-C	DRC	2014	Kinshasa
QG0320-C	DRC	2014	Kinshasa
QG0321-C	DRC	2014	Kinshasa
QG0325-C	DRC	2014	Kinshasa
QG0326-CW	DRC	2014	Kinshasa
QG0327-C	DRC	2014	Kinshasa
QG0328-C	DRC	2014	Kinshasa
QG0330-C	DRC	2014	Kinshasa
QG0331-CW	DRC	2014	Kinshasa
QG0332-CW	DRC	2014	Kinshasa
QG0335-C	DRC	2014	Kinshasa
QG0336-C	DRC	2014	Kinshasa
QG0337-C	DRC	2014	Kinshasa
QG0338-C	DRC	2014	Kinshasa
QG0340-C	DRC	2014	Kinshasa
QG0342-C	DRC	2014	Kinshasa
QG0344-C	DRC	2014	Kinshasa
QG0345-C	DRC	2014	Kinshasa
QG0347-C	DRC	2014	Kinshasa
QG0348-C	DRC	2014	Kinshasa
QG0350-C	DRC	2014	Kinshasa
QG0351-C	DRC	2014	Kinshasa
QG0352-C	DRC	2014	Kinshasa
QG0353-C	DRC	2014	Kinshasa
QG0354-C	DRC	2014	Kinshasa
QG0355-C	DRC	2014	Kinshasa
QG0356-C	DRC	2014	Kinshasa
QG0357-C	DRC	2014	Kinshasa
QG0358-C	DRC	2014	Kinshasa
QG0359-C	DRC	2014	Kinshasa
QG0360-C	DRC	2014	Kinshasa
QG0361-C	DRC	2014	Kinshasa
QG0362-C	DRC	2014	Kinshasa
QG0363-C	DRC	2014	Kinshasa
QG0364-C	DRC	2014	Kinshasa
QG0365-C	DRC	2014	Kinshasa
QG0366-C	DRC	2014	Kinshasa
QG0367-C	DRC	2014	Kinshasa
QG0368-C	DRC	2014	Kinshasa
QG0369-C	DRC	2014	Kinshasa
QG0370-C	DRC	2014	Kinshasa
QG0372-C	DRC	2014	Kinshasa
QG0375-C	DRC	2014	Kinshasa
QG0376-C	DRC	2014	Kinshasa
QG0377-C	DRC	2014	Kinshasa
QG0378-CW	DRC	2014	Kinshasa
QG0379-C	DRC	2014	Kinshasa
QG0380-C	DRC	2014	Kinshasa
QG0382-C	DRC	2014	Kinshasa
QG0383-C	DRC	2014	Kinshasa
QG0384-C	DRC	2014	Kinshasa
QG0385-C	DRC	2014	Kinshasa
QG0386-C	DRC	2014	Kinshasa
QG0388-C	DRC	2014	Kinshasa
QG0390-C	DRC	2014	Kinshasa
QG0393-C	DRC	2014	Kinshasa
QG0394-C	DRC	2014	Kinshasa
QG0395-C	DRC	2014	Kinshasa
QG0396-C	DRC	2014	Kinshasa
QG0397-C	DRC	2014	Kinshasa
QG0398-C	DRC	2014	Kinshasa
QG0399-C	DRC	2014	Kinshasa
QG0400-C	DRC	2014	Kinshasa
QG0401-C	DRC	2014	Kinshasa
QG0402-C	DRC	2014	Kinshasa
QG0403-C	DRC	2014	Kinshasa
QG0407-C	DRC	2014	Kinshasa
QG0408-C	DRC	2014	Kinshasa
QG0409-C	DRC	2014	Kinshasa
QG0411-C	DRC	2014	Kinshasa
QG0412-C	DRC	2014	Kinshasa
QG0413-C	DRC	2014	Kinshasa
QG0414-C	DRC	2014	Kinshasa
QG0415-C	DRC	2014	Kinshasa
QG0416-C	DRC	2014	Kinshasa
QG0418-C	DRC	2014	Kinshasa
QG0419-C	DRC	2014	Kinshasa
QG0421-C	DRC	2014	Kinshasa
QG0422-C	DRC	2014	Kinshasa
QG0423-C	DRC	2014	Kinshasa
QG0424-C	DRC	2014	Kinshasa
QG0425-C	DRC	2014	Kinshasa
QG0426-C	DRC	2014	Kinshasa
QG0427-C	DRC	2014	Kinshasa
QG0429-C	DRC	2014	Kinshasa
QG0430-C	DRC	2014	Kinshasa
QG0431-C	DRC	2014	Kinshasa
QG0432-C	DRC	2014	Kinshasa
QG0433-C	DRC	2014	Kinshasa
QG0434-C	DRC	2014	Kinshasa
QG0435-C	DRC	2014	Kinshasa
QG0436-C	DRC	2014	Kinshasa
QG0438-C	DRC	2014	Kinshasa
QG0439-C	DRC	2014	Kinshasa
QG0442-C	DRC	2014	Kinshasa
QG0443-C	DRC	2014	Kinshasa
QG0444-C	DRC	2014	Kinshasa
QG0445-C	DRC	2014	Kinshasa
QG0446-C	DRC	2014	Kinshasa
QG0447-C	DRC	2014	Kinshasa
QG0448-C	DRC	2014	Kinshasa
QG0449-C	DRC	2015	Kinshasa
QG0450-C	DRC	2015	Kinshasa
QG0451-C	DRC	2015	Kinshasa
QG0454-C	DRC	2015	Kinshasa
QG0456-C	DRC	2015	Kinshasa
QG0458-C	DRC	2015	Kinshasa
QG0459-C	DRC	2015	Kinshasa
QG0461-C	DRC	2015	Kinshasa
QG0462-C	DRC	2015	Kinshasa
QG0464-C	DRC	2015	Kinshasa
QG0467-C	DRC	2015	Kinshasa
QG0468-C	DRC	2015	Kinshasa
QG0470-C	DRC	2015	Kinshasa
QG0471-C	DRC	2015	Kinshasa
QG0476-C	DRC	2015	Kinshasa
QG0477-C	DRC	2015	Kinshasa
QG0479-C	DRC	2015	Kinshasa
QG0481-C	DRC	2015	Kinshasa
QG0483-C	DRC	2015	Kinshasa
QG0484-C	DRC	2015	Kinshasa
QG0485-C	DRC	2015	Kinshasa
QG0486-C	DRC	2015	Kinshasa
QG0488-C	DRC	2015	Kinshasa
QG0489-CW	DRC	2015	Kinshasa
QG0496-CW	DRC	2015	Kinshasa
QG0512-CW	DRC	2015	Kinshasa
QG0513-CW	DRC	2015	Kinshasa
RCN08241	DRC	2015	Kinshasa
RCN08244	DRC	2015	Kinshasa
RCN08245	DRC	2015	Kinshasa
RCN08248	DRC	2015	Kinshasa
RCN08249	DRC	2015	Kinshasa
RCN08250	DRC	2015	Kinshasa
RCN08252	DRC	2015	Kinshasa
RCN08253	DRC	2015	Kinshasa
RCN08254	DRC	2015	Kinshasa
RCN08256	DRC	2015	Kinshasa
RCN08259	DRC	2015	Kinshasa
RCN08261	DRC	2016	Kinshasa
RCN08262	DRC	2016	Kinshasa
RCN08263	DRC	2016	Kinshasa
RCN08265	DRC	2016	Kinshasa
RCN08268	DRC	2016	Kinshasa
RCN08269	DRC	2016	Kinshasa
RCN08270	DRC	2016	Kinshasa
RCN08272	DRC	2016	Kinshasa
RCN08273	DRC	2016	Kinshasa
RCN08274	DRC	2016	Kinshasa
RCN08276	DRC	2016	Kinshasa
RCN08278	DRC	2016	Kinshasa
RCN08279	DRC	2016	Kinshasa
RCN08280	DRC	2016	Kinshasa
RCN08281	DRC	2016	Kinshasa
RCN08282	DRC	2016	Kinshasa
RCN08283	DRC	2016	Kinshasa
RCN08284	DRC	2016	Kinshasa
RCN08285	DRC	2016	Kinshasa
RCN08286	DRC	2016	Kinshasa
RCN08287	DRC	2016	Kinshasa
RCN08288	DRC	2016	Kinshasa
RCN08289	DRC	2016	Kinshasa
RCN08290	DRC	2016	Kinshasa
RCN08291	DRC	2016	Kinshasa
RCN08292	DRC	2016	Kinshasa
RCN08293	DRC	2016	Kinshasa
RCN08294	DRC	2016	Kinshasa
RCN08295	DRC	2016	Kinshasa
RCN08296	DRC	2016	Kinshasa
RCN08297	DRC	2016	Kinshasa
RCN08298	DRC	2016	Kinshasa
RCN08299	DRC	2016	Kinshasa
RCN08300	DRC	2016	Kinshasa
RCN08301	DRC	2016	Kinshasa
RCN08303	DRC	2016	Kinshasa
RCN08304	DRC	2016	Kinshasa
RCN08305	DRC	2016	Kinshasa
RCN08306	DRC	2016	Kinshasa
RCN08307	DRC	2016	Kinshasa
RCN08308	DRC	2016	Kinshasa
RCN08309	DRC	2016	Kinshasa
RCN08310	DRC	2016	Kinshasa
RCN08311	DRC	2016	Kinshasa
RCN08312	DRC	2016	Kinshasa
RCN08313	DRC	2016	Kinshasa
RCN08314	DRC	2016	Kinshasa
RCN08315	DRC	2016	Kinshasa
RCN08316	DRC	2016	Kinshasa
RCN08317	DRC	2016	Kinshasa
RCN08318	DRC	2016	Kinshasa
RCN08319	DRC	2016	Kinshasa
RCN08320	DRC	2016	Kinshasa
RCN08321	DRC	2016	Kinshasa
RCN08322	DRC	2016	Kinshasa
RCN08323	DRC	2016	Kinshasa
RCN08324	DRC	2016	Kinshasa
RCN08325	DRC	2016	Kinshasa
RCN08326	DRC	2016	Kinshasa
RCN08327	DRC	2016	Kinshasa
RCN08328	DRC	2016	Kinshasa
RCN08329	DRC	2016	Kinshasa
RCN08330	DRC	2016	Kinshasa
RCN08331	DRC	2016	Kinshasa
RCN08332	DRC	2016	Kinshasa
RCN08333	DRC	2016	Kinshasa
RCN08334	DRC	2016	Kinshasa
RCN08335	DRC	2016	Kinshasa
RCN08336	DRC	2016	Kinshasa
RCN08337	DRC	2016	Kinshasa
RCN08338	DRC	2016	Kinshasa
RCN08339	DRC	2016	Kinshasa
RCN08340	DRC	2016	Kinshasa
RCN08341	DRC	2016	Kinshasa
RCN08342	DRC	2016	Kinshasa
RCN08343	DRC	2015	Kinshasa
RCN08344	DRC	2015	Kinshasa
RCN08345	DRC	2016	Kinshasa
RCN08346	DRC	2016	Kinshasa
RCN08347	DRC	2016	Kinshasa
RCN08348	DRC	2016	Kinshasa
RCN08349	DRC	2016	Kinshasa
RCN08350	DRC	2016	Kinshasa
RCN08351	DRC	2016	Kinshasa
RCN08352	DRC	2016	Kinshasa
RCN08353	DRC	2016	Kinshasa
RCN08354	DRC	2016	Kinshasa
RCN08355	DRC	2016	Kinshasa
RCN08356	DRC	2016	Kinshasa
RCN08357	DRC	2016	Kinshasa
RCN08358	DRC	2016	Kinshasa
RCN08359	DRC	2016	Kinshasa
RCN08360	DRC	2016	Kinshasa
RCN08361	DRC	2016	Kinshasa
RCN08362	DRC	2016	Kinshasa
RCN08363	DRC	2016	Kinshasa
RCN03260	Myanmar	2016	Kayin
RCN03261	Myanmar	2016	Kayin
RCN03263	Myanmar	2016	Kayin
RCN03266	Myanmar	2016	Kayin
RCN03271	Myanmar	2016	Kayin
RCN03272	Myanmar	2016	Kayin
RCN03283	Myanmar	2016	Kayin
RCN03285	Myanmar	2016	Kayin
RCN03290	Myanmar	2016	Kayin
RCN03292	Myanmar	2016	Kayin
RCN03299	Myanmar	2016	Kayin
RCN03300	Myanmar	2016	Kayin
RCN03303	Myanmar	2016	Kayin
RCN03306	Myanmar	2016	Kayin
RCN03307	Myanmar	2016	Kayin
RCN03311	Myanmar	2016	Kayin
RCN03312	Myanmar	2016	Kayin
RCN03313	Myanmar	2016	Kayin
RCN03315	Myanmar	2016	Kayin
RCN03316	Myanmar	2016	Kayin
RCN03317	Myanmar	2016	Kayin
RCN03318	Myanmar	2016	Kayin
RCN03319	Myanmar	2016	Kayin
RCN03320	Myanmar	2016	Kayin
RCN03322	Myanmar	2016	Kayin
RCN03323	Myanmar	2016	Kayin
RCN03326	Myanmar	2016	Kayin
RCN03328	Myanmar	2016	Kayin
RCN03334	Myanmar	2016	Kayin
RCN03335	Myanmar	2016	Kayin
RCN03336	Myanmar	2016	Kayin
RCN03337	Myanmar	2016	Kayin
RCN03338	Myanmar	2016	Kayin
RCN03339	Myanmar	2016	Kayin
RCN03340	Myanmar	2016	Kayin
RCN03341	Myanmar	2016	Kayin
RCN03342	Myanmar	2016	Kayin
RCN03343	Myanmar	2016	Kayin
RCN03344	Myanmar	2016	Kayin
RCN03347	Myanmar	2016	Kayin
RCN03348	Myanmar	2016	Kayin
RCN03349	Myanmar	2016	Kayin
RCN03351	Myanmar	2016	Kayin
RCN03352	Myanmar	2016	Kayin
RCN03353	Myanmar	2016	Kayin
RCN03354	Myanmar	2016	Kayin
RCN03357	Myanmar	2016	Kayin
RCN03358	Myanmar	2016	Kayin
RCN03360	Myanmar	2016	Kayin
RCN03361	Myanmar	2016	Kayin
RCN03363	Myanmar	2016	Kayin
RCN03365	Myanmar	2016	Kayin
RCN03367	Myanmar	2016	Kayin
RCN03368	Myanmar	2016	Kayin
RCN03369	Myanmar	2016	Kayin
RCN03375	Myanmar	2016	Kayin
RCN03376	Myanmar	2016	Kayin
RCN03377	Myanmar	2016	Kayin
RCN03380	Myanmar	2016	Kayin
RCN03382	Myanmar	2016	Kayin
RCN03383	Myanmar	2016	Kayin
RCN03384	Myanmar	2016	Kayin
RCN03385	Myanmar	2016	Kayin
RCN03386	Myanmar	2016	Kayin
RCN03388	Myanmar	2016	Kayin
RCN03389	Myanmar	2016	Kayin
RCN03390	Myanmar	2016	Kayin
RCN03391	Myanmar	2016	Kayin
RCN03392	Myanmar	2016	Kayin
RCN03394	Myanmar	2016	Kayin
RCN03396	Myanmar	2016	Kayin
RCN03397	Myanmar	2016	Kayin
RCN03398	Myanmar	2016	Kayin
RCN03399	Myanmar	2016	Kayin
RCN03400	Myanmar	2016	Kayin
RCN03401	Myanmar	2016	Kayin
RCN03402	Myanmar	2016	Kayin
RCN03403	Myanmar	2016	Kayin
RCN03405	Myanmar	2016	Kayin
RCN03406	Myanmar	2016	Kayin
RCN03408	Myanmar	2016	Kayin
RCN03409	Myanmar	2016	Kayin
RCN03410	Myanmar	2016	Kayin
RCN03414	Myanmar	2016	Kayin
RCN03415	Myanmar	2016	Kayin
RCN03419	Myanmar	2016	Kayin
RCN03420	Myanmar	2016	Kayin
RCN03421	Myanmar	2016	Kayin
RCN03422	Myanmar	2016	Kayin
RCN03423	Myanmar	2016	Kayin
RCN03424	Myanmar	2016	Kayin
RCN03425	Myanmar	2016	Kayin
RCN03426	Myanmar	2016	Kayin
RCN03428	Myanmar	2016	Kayin
RCN03429	Myanmar	2016	Kayin
RCN03430	Myanmar	2016	Kayin
RCN03431	Myanmar	2016	Kayin
RCN03433	Myanmar	2016	Kayin
RCN03435	Myanmar	2016	Kayin
RCN03436	Myanmar	2016	Kayin
RCN03439	Myanmar	2016	Kayin
RCN03440	Myanmar	2016	Kayin
RCN03441	Myanmar	2016	Kayin
RCN03442	Myanmar	2016	Kayin
RCN03444	Myanmar	2016	Kayin
RCN03445	Myanmar	2016	Kayin
RCN03448	Myanmar	2016	Kayin
RCN03450	Myanmar	2016	Kayin
RCN03451	Myanmar	2016	Kayin
RCN03452	Myanmar	2016	Kayin
RCN03453	Myanmar	2016	Kayin
RCN03458	Myanmar	2016	Kayin
RCN03459	Myanmar	2016	Kayin
RCN03460	Myanmar	2016	Kayin
RCN03461	Myanmar	2016	Kayin
RCN03462	Myanmar	2016	Kayin
RCN03463	Myanmar	2016	Kayin
RCN03464	Myanmar	2016	Kayin
RCN03467	Myanmar	2016	Kayin
RCN03468	Myanmar	2016	Kayin
RCN03469	Myanmar	2016	Kayin
RCN03470	Myanmar	2016	Kayin
RCN03471	Myanmar	2016	Kayin
RCN03472	Myanmar	2016	Kayin
RCN03474	Myanmar	2016	Kayin
RCN03475	Myanmar	2016	Kayin
RCN03476	Myanmar	2016	Kayin
